type,problem,answer,time
d,1227,78,64150
d,1228,76,110810
d,1229,76,64780
d,1230,77,73690
d,1231,77,61550
d,1232,78,121390
d,1233,72,60730
d,1234,78,66580
d,1235,77,65520
d,1236,77,82200
d,1237,77,63510
d,1238,78,65640
d,1239,72,70820
d,1240,77,87420
d,1241,78,71960
d,1242,78,65880
d,1243,76,57950
d,1244,77,92160
d,1245,77,65960
d,1246,77,69470
d,1247,78,76210
d,1248,78,65710
d,1249,79,78990
d,1250,77,72350
d,1251,77,60060
d,1252,77,67560
d,1253,78,67400
d,1254,78,69890
d,1255,79,77480
d,1256,73,84340
d,1257,78,72780
d,1258,76,72510
d,1259,77,75120
d,1260,77,69040
d,1261,78,72580
d,1262,78,75420
d,1263,78,67620
d,1264,79,69550
d,1265,77,69190
d,1266,77,51480
d,1267,78,48970
d,1268,78,60850
d,1269,78,91350
d,1270,79,74400
d,1271,79,88330
d,1272,78,96720
d,1273,78,78280
d,1274,78,74300
d,1275,77,92990
d,1276,78,146470
d,1277,78,75260
d,1278,79,103570
d,1279,79,114840
d,1280,77,88390
d,1281,77,56030
d,1282,78,75550
d,1283,78,77560
d,1284,79,70620
d,1285,79,95570
d,1286,79,80830
d,1287,78,92920
d,1288,78,85160
d,1289,78,58930
d,1290,79,104040
d,1291,79,82890
d,1292,78,61070
d,1293,79,52500
d,1294,79,63570
d,1295,77,71190
d,1296,78,74510
d,1297,78,111020
d,1298,78,69530
d,1299,79,64580
d,1300,79,67440
d,1301,80,65140
d,1302,81,69720
d,1303,82,107350
d,1304,83,73950
d,1305,84,59860
d,1306,85,57820
d,1307,86,67760
d,1308,87,72940
d,1309,88,87750
d,1310,89,95430
d,1311,90,64230
d,1312,78,75220
d,1313,79,70120
d,1314,87,70420
d,1315,88,87920
d,1316,89,81430
d,1317,90,96160
d,1318,81,69580
d,1319,82,76550
d,1320,83,71080
d,1321,88,99950
d,1322,89,87840
d,1323,90,89330
d,1324,87,93550
d,1325,88,90900
d,1326,89,102800
d,1327,90,82420
d,1328,89,88690
d,1329,90,119890
d,1330,87,92860
d,1331,88,111360
d,1332,89,104830
d,1333,90,96040
d,1334,91,70770
d,1335,82,93950
d,1336,83,124590
d,1337,88,134450
d,1338,81,88070
d,1339,82,74090
d,1340,83,74220
d,1341,88,109350
d,1342,89,81670
d,1343,90,87480
d,1344,87,79450
d,1345,88,76190
d,1346,89,104410
d,1347,88,92400
d,1348,89,101410
d,1349,90,74190
d,1350,91,88470
d,1351,88,98060
d,1352,89,86630
d,1353,81,73250
d,1354,82,78140
d,1355,82,68130
d,1356,83,66500
d,1357,84,65390
d,1358,89,77610
d,1359,87,60050
d,1360,88,62550
d,1361,88,70430
d,1362,89,68730
d,1363,90,71120
d,1364,89,82320
d,1365,90,75270
d,1366,88,75110
d,1367,88,85720
d,1368,89,75260
d,1369,90,71740
d,1370,82,70870
d,1371,83,72120
d,1372,83,53670
d,1373,89,53310
d,1374,89,77910
d,1375,82,71820
d,1376,88,69910
d,1377,89,72770
d,1378,89,77630
d,1379,90,75390
d,1380,90,85880
d,1381,88,86500
d,1382,88,74210
d,1383,89,76020
d,1384,89,78520
d,1385,90,72020
d,1386,91,73410
d,1387,83,82020
d,1388,89,78040
d,1389,89,76860
d,1390,82,68570
d,1391,83,88630
d,1392,83,79680
d,1393,89,77500
d,1394,90,78380
d,1395,90,72200
d,1396,88,62240
d,1397,89,72220
d,1398,89,71430
d,1399,89,76520
d,1400,90,100400
d,1401,90,77090
d,1402,91,75490
d,1403,89,76710
d,1404,89,71140
d,1405,82,81660
d,1406,83,72690
d,1407,83,70540
d,1408,84,66700
d,1409,84,54390
d,1410,90,90350
d,1411,88,77210
d,1412,89,72430
d,1413,89,75950
d,1414,90,75970
d,1415,90,78690
d,1416,90,76230
d,1417,91,77280
d,1418,89,75900
d,1419,89,89380
d,1420,90,63740
d,1421,90,55150
d,1422,83,77450
d,1423,84,81370
d,1424,84,82490
d,1425,90,69150
d,1426,90,82690
d,1427,83,77490
d,1428,89,142150
d,1429,90,85660
d,1430,90,97200
d,1431,91,81590
d,1432,91,78030
d,1433,89,85570
d,1434,89,83680
d,1435,90,110750
d,1436,90,90120
d,1437,91,75580
d,1438,91,70580
d,1439,84,71990
d,1440,90,80090
d,1441,90,81190
d,1442,83,80140
d,1443,84,83750
d,1444,84,91820
d,1445,90,82810
d,1446,91,81020
d,1447,91,80320
d,1448,89,82580
d,1449,90,84300
d,1450,90,91480
d,1451,90,82770
d,1452,91,83280
d,1453,91,80880
d,1454,92,84840
d,1455,93,79380
d,1456,94,83810
d,1457,95,83930
d,1458,96,83380
d,1459,84,93570
d,1460,85,78790
d,1461,93,92970
d,1462,94,76110
d,1463,95,82900
d,1464,96,73390
d,1465,90,73440
d,1466,91,71890
d,1467,91,69170
d,1468,94,78140
d,1469,95,79720
d,1470,96,61580
d,1471,93,74050
d,1472,94,57940
d,1473,95,90580
d,1474,96,79940
d,1475,95,75840
d,1476,96,99460
d,1477,93,80070
d,1478,94,76090
d,1479,95,78390
d,1480,96,82170
d,1481,97,86070
d,1482,96,78440
d,1483,97,95560
d,1484,94,92450
d,1485,95,81360
d,1486,96,84450
d,1487,97,76310
d,1488,94,60120
d,1489,95,76510
d,1490,96,68610
d,1491,93,79550
d,1492,94,77360
d,1493,95,67890
d,1494,94,72050
d,1495,95,58740
d,1496,96,96120
d,1497,97,79640
d,1498,94,73140
d,1499,95,85800
d,1500,94,67720
d,1501,95,70020
d,1502,96,70090
d,1503,97,71590
d,1504,98,75910
d,1505,99,73530
d,1506,93,59800
d,1507,94,69820
d,1508,94,58640
d,1509,95,89720
d,1510,96,86120
d,1511,99,73330
d,1512,100,80710
d,1513,94,61020
d,1514,94,73340
d,1515,95,81120
d,1516,96,82190
d,1517,95,67470
d,1518,100,82220
d,1519,101,94750
d,1520,95,87750
d,1521,99,89070
d,1522,100,88060
d,1523,94,84990
d,1524,95,85260
d,1525,101,137280
d,1526,102,85690
d,1527,99,92970
d,1528,100,80210
d,1529,94,80480
d,1530,95,94860
d,1531,95,93060
d,1532,96,81250
d,1533,97,109790
d,1534,100,81080
d,1535,101,87970
d,1536,95,90270
d,1537,95,72510
d,1538,100,71870
d,1539,101,100610
d,1540,95,85540
d,1541,99,84940
d,1542,100,70150
d,1543,94,83260
d,1544,100,78780
d,1545,101,70750
d,1546,95,80080
d,1547,96,88140
d,1548,100,87120
d,1549,101,91610
d,1550,100,78000
d,1551,101,89620
d,1552,95,88180
d,1553,96,66530
d,1554,96,61270
d,1555,101,80800
d,1556,99,83300
d,1557,100,70970
d,1558,100,65120
d,1559,101,63110
d,1560,95,86470
d,1561,101,75730
d,1562,102,78030
d,1563,100,83760
d,1564,100,93540
d,1565,101,76600
d,1566,95,82380
d,1567,101,85110
d,1568,102,78470
d,1569,96,81590
d,1570,101,104220
d,1571,101,88990
d,1572,102,85410
d,1573,100,88040
d,1574,101,79890
d,1575,101,92070
d,1576,102,88510
d,1577,102,94350
d,1578,100,68530
d,1579,100,74560
d,1580,101,120620
d,1581,101,83360
d,1582,102,135450
d,1583,96,98440
d,1584,102,79610
d,1585,101,113130
d,1586,101,99280
d,1587,101,100890
d,1588,102,82250
d,1589,96,81740
d,1590,101,86250
d,1591,102,95640
d,1592,102,86390
d,1593,100,88750
d,1594,101,86500
d,1595,101,102210
d,1596,101,105350
d,1597,102,82880
d,1598,102,67560
d,1599,103,85630
d,1600,101,88120
d,1601,101,81810
d,1602,101,90460
d,1603,102,92470
d,1604,102,84660
d,1605,103,88470
d,1606,97,84200
d,1607,102,95650
d,1608,100,72360
d,1609,101,62100
d,1610,101,78110
d,1611,102,90130
d,1612,102,117040
d,1613,102,87500
d,1614,103,85020
d,1615,101,83250
d,1616,101,74270
d,1617,102,76800
d,1618,102,83130
d,1619,102,83400
d,1620,103,88190
d,1621,103,77580
d,1622,102,77410
d,1623,102,80660
d,1624,102,149280
d,1625,101,96410
d,1626,102,73290
d,1627,102,86610
d,1628,103,89600
d,1629,103,89740
d,1630,101,105480
d,1631,101,99370
d,1632,102,78650
d,1633,102,88680
d,1634,103,80010
d,1635,103,103680
d,1636,103,88320
d,1637,102,89200
d,1638,102,105000
d,1639,102,89720
d,1640,103,96150
d,1641,103,81130
d,1642,102,91920
d,1643,103,93190
d,1644,103,101740
d,1645,101,95450
d,1646,102,97830
d,1647,102,93250
d,1648,102,107910
d,1649,103,89060
d,1650,103,93740
d,1651,104,125800
d,1652,105,82840
d,1653,106,98220
d,1654,107,85690
d,1655,108,90420
d,1656,109,83300
d,1657,110,86020
d,1658,111,87260
d,1659,112,80660
d,1660,113,77300
d,1661,114,79770
d,1662,102,95680
d,1663,103,111680
d,1664,111,99250
d,1665,112,85050
d,1666,113,81860
d,1667,114,70210
d,1668,105,83350
d,1669,106,81150
d,1670,107,89280
d,1671,112,90030
d,1672,113,101310
d,1673,114,92040
d,1674,111,119260
d,1675,112,77590
d,1676,113,72040
d,1677,114,87620
d,1678,113,85000
d,1679,114,81430
d,1680,111,65020
d,1681,112,120190
d,1682,113,126160
d,1683,114,117090
d,1684,115,116710
d,1685,106,99440
d,1686,107,112390
d,1687,112,98850
d,1688,105,83270
d,1689,106,94680
d,1690,107,80080
d,1691,112,71410
d,1692,113,93460
d,1693,114,87710
d,1694,111,85620
d,1695,112,78390
d,1696,113,77630
d,1697,112,77840
d,1698,113,80770
d,1699,114,107340
d,1700,115,80440
d,1701,112,99240
d,1702,113,92180
d,1703,105,91190
d,1704,106,88040
d,1705,106,99060
d,1706,107,87700
d,1707,108,91920
d,1708,113,66520
d,1709,111,90760
d,1710,112,87750
d,1711,112,71910
d,1712,113,77450
d,1713,114,77980
d,1714,113,105350
d,1715,114,93220
d,1716,112,101400
d,1717,112,94930
d,1718,113,88060
d,1719,114,90300
d,1720,106,73340
d,1721,107,67980
d,1722,107,83740
d,1723,113,91390
d,1724,113,90460
d,1725,106,80630
d,1726,112,82100
d,1727,113,105530
d,1728,113,106490
d,1729,114,121220
d,1730,114,99330
d,1731,112,95780
d,1732,112,129860
d,1733,113,218880
d,1734,113,92020
d,1735,114,92510
d,1736,115,100890
d,1737,107,112710
d,1738,113,94380
d,1739,113,101920
d,1740,106,103230
d,1741,107,93000
d,1742,107,106920
d,1743,113,115710
d,1744,114,114020
d,1745,114,105170
d,1746,112,103760
d,1747,113,84280
d,1748,113,105820
d,1749,113,90260
d,1750,114,82460
d,1751,114,89970
d,1752,115,87580
d,1753,113,69620
d,1754,113,79410
d,1755,106,97840
d,1756,107,96720
d,1757,107,99980
d,1758,108,86240
d,1759,108,97440
d,1760,114,99420
d,1761,112,79870
d,1762,113,98420
d,1763,113,96230
d,1764,114,79530
d,1765,114,85300
d,1766,114,86470
d,1767,115,90580
d,1768,113,91980
d,1769,113,100960
d,1770,114,135190
d,1771,114,98250
d,1772,107,97040
d,1773,108,100090
d,1774,108,104280
d,1775,114,95700
d,1776,114,100710
d,1777,107,91880
d,1778,113,107410
d,1779,114,104060
d,1780,114,94210
d,1781,115,99680
d,1782,115,85930
d,1783,113,107280
d,1784,113,99150
d,1785,114,103600
d,1786,114,97300
d,1787,115,103150
d,1788,115,99380
d,1789,108,98400
d,1790,114,94600
d,1791,114,77680
d,1792,107,69260
d,1793,108,95780
d,1794,108,95680
d,1795,114,113550
d,1796,115,90980
d,1797,115,99660
d,1798,113,93480
d,1799,114,90570
d,1800,114,71180
d,1801,114,95230
d,1802,115,89880
d,1803,115,106140
d,1804,116,99850
d,1805,117,112790
d,1806,118,106490
d,1807,119,91620
d,1808,120,102330
d,1809,108,98300
d,1810,109,93450
d,1811,117,71130
d,1812,118,87260
d,1813,119,92220
d,1814,120,99220
d,1815,114,98450
d,1816,115,91200
d,1817,115,103530
d,1818,118,96070
d,1819,119,88360
d,1820,120,134500
d,1821,117,142550
d,1822,118,118860
d,1823,119,92780
d,1824,120,100310
d,1825,119,96530
d,1826,120,109670
d,1827,117,100250
d,1828,118,202930
d,1829,119,120400
d,1830,120,100350
d,1831,121,106880
d,1832,120,107400
d,1833,121,97720
d,1834,118,80920
d,1835,119,106120
d,1836,120,106480
d,1837,121,107460
d,1838,118,121350
d,1839,119,122000
d,1840,120,99910
d,1841,117,104120
d,1842,118,112220
d,1843,119,119290
d,1844,118,102370
d,1845,119,109750
d,1846,120,107410
d,1847,121,105300
d,1848,118,127480
d,1849,119,102680
d,1850,118,103540
d,1851,119,102050
d,1852,120,87760
d,1853,121,96040
d,1854,122,115630
d,1855,123,98160
d,1856,117,96650
d,1857,118,106030
d,1858,118,115190
d,1859,119,108530
d,1860,120,89030
d,1861,123,96130
d,1862,124,91840
d,1863,118,105060
d,1864,118,112370
d,1865,119,106200
d,1866,120,108550
d,1867,119,114760
d,1868,124,113410
d,1869,125,100280
d,1870,119,101380
d,1871,123,105170
d,1872,124,77540
d,1873,118,83290
d,1874,119,103280
d,1875,125,130260
d,1876,126,99960
d,1877,123,101800
d,1878,124,95270
d,1879,118,93560
d,1880,119,73490
d,1881,119,93380
d,1882,120,98670
d,1883,121,93340
d,1884,124,95570
d,1885,125,114960
d,1886,119,100630
d,1887,119,110040
d,1888,124,106280
d,1889,125,81380
d,1890,119,89240
d,1891,123,105110
d,1892,124,111410
d,1893,118,101000
d,1894,124,112080
d,1895,125,97010
d,1896,119,114430
d,1897,120,103120
d,1898,124,89890
d,1899,125,112760
d,1900,124,113090
d,1901,125,98950
d,1902,119,106730
d,1903,120,111120
d,1904,120,115850
d,1905,125,92420
d,1906,123,112190
d,1907,124,113590
d,1908,124,105730
d,1909,125,74510
d,1910,119,104620
d,1911,125,106410
d,1912,126,101630
d,1913,124,103740
d,1914,124,100290
d,1915,125,111420
d,1916,119,80020
d,1917,125,92190
d,1918,126,102260
d,1919,120,103950
d,1920,125,112160
d,1921,125,99210
d,1922,126,89530
d,1923,124,106020
d,1924,125,109720
d,1925,125,102740
d,1926,126,118020
d,1927,126,98890
d,1928,124,104340
d,1929,124,115770
d,1930,125,101310
d,1931,125,112500
d,1932,126,103820
d,1933,120,102330
d,1934,126,103560
d,1935,125,106030
d,1936,125,95840
d,1937,125,111480
d,1938,126,111180
d,1939,120,98720
d,1940,125,115850
d,1941,126,106030
d,1942,126,101700
d,1943,124,112780
d,1944,125,109120
d,1945,125,109150
d,1946,125,107830
d,1947,126,79370
d,1948,126,88740
d,1949,127,115820
d,1950,125,112910
d,1951,125,107340
d,1952,125,112620
d,1953,126,129820
d,1954,126,101960
d,1955,127,102860
d,1956,121,98070
d,1957,126,111200
d,1958,124,105260
d,1959,125,103000
d,1960,125,99240
d,1961,126,110980
d,1962,126,105490
d,1963,126,97350
d,1964,127,90790
d,1965,125,102390
d,1966,125,91250
d,1967,126,85610
d,1968,126,102240
d,1969,126,102090
d,1970,127,112090
d,1971,127,112480
d,1972,126,109260
d,1973,126,103570
d,1974,126,96570
d,1975,125,98840
d,1976,126,119690
d,1977,126,111940
d,1978,127,107380
d,1979,127,110910
d,1980,125,111290
d,1981,125,132720
d,1982,126,96580
d,1983,126,76690
d,1984,127,115700
d,1985,127,102600
d,1986,127,107960
d,1987,126,103500
d,1988,126,107810
d,1989,126,113300
d,1990,127,100660
d,1991,127,106270
d,1992,126,101960
d,1993,127,79720
d,1994,127,104440
d,1995,125,103370
d,1996,126,100070
d,1997,126,104400
d,1998,126,111870
d,1999,127,82060
d,2000,127,103990
d,2001,128,99370
d,2002,129,113080
d,2003,130,107540
d,2004,131,108980
d,2005,132,107050
d,2006,133,108630
d,2007,134,124130
d,2008,135,87970
d,2009,136,99010
d,2010,137,99220
d,2011,138,85710
d,2012,126,83000
d,2013,127,115620
d,2014,135,110920
d,2015,136,114150
d,2016,137,112490
d,2017,138,112180
d,2018,129,130890
d,2019,130,124400
d,2020,131,94750
d,2021,136,126220
d,2022,137,111230
d,2023,138,114510
d,2024,135,108880
d,2025,136,105300
d,2026,137,115930
d,2027,138,113590
d,2028,137,241830
d,2029,138,109770
d,2030,135,139230
d,2031,136,121880
d,2032,137,116350
d,2033,138,117530
d,2034,139,114390
d,2035,130,123890
d,2036,131,115840
d,2037,136,103010
d,2038,129,109440
d,2039,130,90630
d,2040,131,91060
d,2041,136,110910
d,2042,137,92990
d,2043,138,101600
d,2044,135,111800
d,2045,136,105770
d,2046,137,111290
d,2047,136,111580
d,2048,137,87640
d,2049,138,99100
d,2050,139,106170
d,2051,136,99340
d,2052,137,116590
d,2053,129,109080
d,2054,130,112560
d,2055,130,101400
d,2056,131,117710
d,2057,132,108070
d,2058,137,88990
d,2059,135,94410
d,2060,136,111240
d,2061,136,118070
d,2062,137,131490
d,2063,138,118980
d,2064,137,111250
d,2065,138,90540
d,2066,136,110270
d,2067,136,105370
d,2068,137,117080
d,2069,138,93690
d,2070,130,87930
d,2071,131,98120
d,2072,131,130580
d,2073,137,111880
d,2074,137,86560
d,2075,130,116240
d,2076,136,104170
d,2077,137,96300
d,2078,137,90330
d,2079,138,114740
d,2080,138,116140
d,2081,136,102680
d,2082,136,133360
d,2083,137,126080
d,2084,137,84900
d,2085,138,99360
d,2086,139,114900
d,2087,131,114620
d,2088,137,111820
d,2089,137,118850
d,2090,130,124410
d,2091,131,123600
d,2092,131,104380
d,2093,137,123940
d,2094,138,99450
d,2095,138,105700
d,2096,136,120460
d,2097,137,114800
d,2098,137,123170
d,2099,137,115610
d,2100,138,100960
d,2101,138,81440
d,2102,139,122250
d,2103,137,114490
d,2104,137,146110
d,2105,130,121740
d,2106,131,128770
d,2107,131,88260
d,2108,132,101280
d,2109,132,105390
d,2110,138,97380
d,2111,136,88230
d,2112,137,109510
d,2113,137,103060
d,2114,138,138470
d,2115,138,127610
d,2116,138,118300
d,2117,139,105310
d,2118,137,114200
d,2119,137,105620
d,2120,138,124380
d,2121,138,101150
d,2122,131,116770
d,2123,132,133730
d,2124,132,133280
d,2125,138,124740
d,2126,138,119120
d,2127,131,126490
d,2128,137,114200
d,2129,138,117730
d,2130,138,106710
d,2131,139,113130
d,2132,139,114110
d,2133,137,128060
d,2134,137,145790
d,2135,138,120320
d,2136,138,121290
d,2137,139,125970
d,2138,139,126840
d,2139,132,130130
d,2140,138,113650
d,2141,138,104530
d,2142,131,106220
d,2143,132,136510
d,2144,132,104320
d,2145,138,83510
d,2146,139,113990
d,2147,139,111510
d,2148,137,123550
d,2149,138,112210
d,2150,138,93380
d,2151,138,98380
d,2152,139,129720
d,2153,139,105800
d,2154,140,94640
d,2155,141,125620
d,2156,142,111380
d,2157,143,130400
d,2158,144,131830
d,2159,132,124710
d,2160,133,135660
d,2161,141,114560
d,2162,142,119450
d,2163,143,96870
d,2164,144,125430
d,2165,138,122920
d,2166,139,116720
d,2167,139,99200
d,2168,142,102310
d,2169,143,129350
d,2170,144,88890
d,2171,141,92890
d,2172,142,111880
d,2173,143,118960
d,2174,144,130020
d,2175,143,126500
d,2176,144,122180
d,2177,141,108620
d,2178,142,92500
d,2179,143,118350
d,2180,144,118470
d,2181,145,116450
d,2182,144,114040
d,2183,145,85340
d,2184,142,113330
d,2185,143,112410
d,2186,144,91320
d,2187,145,100450
d,2188,142,130820
d,2189,143,128050
d,2190,144,117740
d,2191,141,105880
d,2192,142,123020
d,2193,143,100920
d,2194,142,102290
d,2195,143,107490
d,2196,144,128670
d,2197,145,128240
d,2198,142,132080
d,2199,143,144170
d,2200,142,130960
d,2201,143,128990
d,2202,144,129860
d,2203,145,131370
d,2204,146,141030
d,2205,147,133400
d,2206,141,93290
d,2207,142,104270
d,2208,142,115200
d,2209,143,110410
d,2210,144,112800
d,2211,147,122760
d,2212,148,125440
d,2213,142,114130
d,2214,142,119880
d,2215,143,118220
d,2216,144,114730
d,2217,143,124330
d,2218,148,129220
d,2219,149,114430
d,2220,143,122750
d,2221,147,129970
d,2222,148,131670
d,2223,142,135660
d,2224,143,119400
d,2225,149,126370
d,2226,150,108770
d,2227,147,116640
d,2228,148,121810
d,2229,142,130990
d,2230,143,131670
d,2231,143,147150
d,2232,144,145270
d,2233,145,134420
d,2234,148,128660
d,2235,149,127500
d,2236,143,121700
d,2237,143,133230
d,2238,148,109000
d,2239,149,104220
d,2240,143,105500
d,2241,147,103920
d,2242,148,122320
d,2243,142,135390
d,2244,148,116840
d,2245,149,117720
d,2246,143,121920
d,2247,144,90250
d,2248,148,110970
d,2249,149,99150
d,2250,148,123210
d,2251,149,118090
d,2252,143,127260
d,2253,144,128430
d,2254,144,137860
d,2255,149,126210
d,2256,147,134860
d,2257,148,133220
d,2258,148,127480
d,2259,149,117080
d,2260,143,130790
d,2261,149,124920
d,2262,150,91950
d,2263,148,117160
d,2264,148,126410
d,2265,149,120710
d,2266,143,127580
d,2267,149,153130
d,2268,150,125040
d,2269,144,107810
d,2270,149,92880
d,2271,149,137560
d,2272,150,135290
d,2273,148,143590
d,2274,149,125780
d,2275,149,130130
d,2276,150,124860
d,2277,150,89090
d,2278,148,110930
d,2279,148,119280
d,2280,149,118260
d,2281,149,121790
d,2282,150,127590
d,2283,144,133270
d,2284,150,120060
d,2285,149,91160
d,2286,149,118150
d,2287,149,110820
d,2288,150,151590
d,2289,144,143820
d,2290,149,146130
d,2291,150,170100
d,2292,150,185130
d,2293,148,139040
d,2294,149,146150
d,2295,149,133820
d,2296,149,152190
d,2297,150,117040
d,2298,150,112620
d,2299,151,113110
d,2300,149,89310
d,2301,149,128790
d,2302,149,136970
d,2303,150,125310
d,2304,150,144320
d,2305,151,143340
d,2306,145,90450
d,2307,150,118270
d,2308,148,128140
d,2309,149,130150
d,2310,149,125580
d,2311,150,138860
d,2312,150,129300
d,2313,150,97710
d,2314,151,118600
d,2315,149,124850
d,2316,149,128320
d,2317,150,120520
d,2318,150,157310
d,2319,150,114710
d,2320,151,134680
d,2321,151,125740
d,2322,150,137380
d,2323,150,188050
d,2324,150,173140
d,2325,149,121200
d,2326,150,111350
d,2327,150,113990
d,2328,151,91690
d,2329,151,178520
d,2330,149,172110
d,2331,149,151020
d,2332,150,165380
d,2333,150,143310
d,2334,151,134340
d,2335,151,127090
d,2336,151,131930
d,2337,150,134430
d,2338,150,120960
d,2339,150,138020
d,2340,151,100210
d,2341,151,128690
d,2342,150,111680
d,2343,151,96230
d,2344,151,133700
d,2345,149,135510
d,2346,150,132510
d,2347,150,112690
d,2348,150,108790
d,2349,151,112090
d,2350,151,107310
d,2351,152,118830
d,2352,153,137290
d,2353,154,156970
d,2354,155,134640
d,2355,156,95190
d,2356,157,120910
d,2357,158,114610
d,2358,159,104630
d,2359,160,142210
d,2360,161,125170
d,2361,162,151520
d,2362,150,116980
d,2363,151,100600
d,2364,159,130950
d,2365,160,117920
d,2366,161,100870
d,2367,162,132160
d,2368,153,126850
d,2369,154,129070
d,2370,155,126030
d,2371,160,131560
d,2372,161,92080
d,2373,162,137320
d,2374,159,137210
d,2375,160,127900
d,2376,161,128440
d,2377,162,129640
d,2378,161,115720
d,2379,162,142620
d,2380,159,134610
d,2381,160,140860
d,2382,161,121490
d,2383,162,132090
d,2384,163,127990
d,2385,154,119030
d,2386,155,124780
d,2387,160,111360
d,2388,153,127350
d,2389,154,151360
d,2390,155,162080
d,2391,160,143880
d,2392,161,115060
d,2393,162,120200
d,2394,159,112650
d,2395,160,96000
d,2396,161,130890
d,2397,160,132310
d,2398,161,150380
d,2399,162,115320
d,2400,163,128080
d,2401,160,113650
d,2402,161,118800
d,2403,153,128830
d,2404,154,122230
d,2405,154,136150
d,2406,155,126140
d,2407,156,100610
d,2408,161,119780
d,2409,159,123800
d,2410,160,93570
d,2411,160,130020
d,2412,161,124660
d,2413,162,135750
d,2414,161,141320
d,2415,162,133410
d,2416,160,129740
d,2417,160,143420
d,2418,161,151210
d,2419,162,140400
d,2420,154,125800
d,2421,155,129760
d,2422,155,114360
d,2423,161,130340
d,2424,161,194990
d,2425,154,131900
d,2426,160,138870
d,2427,161,150050
d,2428,161,146780
d,2429,162,163410
d,2430,162,152150
d,2431,160,152440
d,2432,160,154590
d,2433,161,152970
d,2434,161,153730
d,2435,162,152520
d,2436,163,146190
d,2437,155,136170
d,2438,161,135770
d,2439,161,136550
d,2440,154,120510
d,2441,155,110310
d,2442,155,127110
d,2443,161,135500
d,2444,162,129120
d,2445,162,119280
d,2446,160,96590
d,2447,161,128560
d,2448,161,111050
d,2449,161,111370
d,2450,162,137520
d,2451,162,154550
d,2452,163,130970
d,2453,161,113300
d,2454,161,139050
d,2455,154,131920
d,2456,155,145390
d,2457,155,136360
d,2458,156,150170
d,2459,156,132860
d,2460,162,168830
d,2461,160,125650
d,2462,161,125460
d,2463,161,121600
d,2464,162,137030
d,2465,162,138610
d,2466,162,142380
d,2467,163,104130
d,2468,161,127810
d,2469,161,127160
d,2470,162,138400
d,2471,162,142510
d,2472,155,139210
d,2473,156,107510
d,2474,156,122160
d,2475,162,128420
d,2476,162,96350
d,2477,155,134200
d,2478,161,132470
d,2479,162,139430
d,2480,162,132760
d,2481,163,121490
d,2482,163,96900
d,2483,161,133930
d,2484,161,142310
d,2485,162,153060
d,2486,162,151370
d,2487,163,186130
d,2488,163,153570
d,2489,156,141750
d,2490,162,140210
d,2491,162,137770
d,2492,155,135100
d,2493,156,126330
d,2494,156,140470
d,2495,162,97420
d,2496,163,127050
d,2497,163,125770
d,2498,161,140050
d,2499,162,139420
d,2500,162,141410
d,2501,162,120890
d,2502,163,131630
d,2503,163,133820
d,2504,164,135310
d,2505,165,130600
d,2506,166,131750
d,2507,167,154110
d,2508,168,135660
d,2509,156,117260
d,2510,157,134770
d,2511,165,130200
d,2512,166,132570
d,2513,167,138990
d,2514,168,146800
d,2515,162,205170
d,2516,163,156240
d,2517,163,156870
d,2518,166,140310
d,2519,167,198370
d,2520,168,130410
d,2521,165,156370
d,2522,166,161900
d,2523,167,141590
d,2524,168,141230
d,2525,167,139250
d,2526,168,149630
d,2527,165,157230
d,2528,166,156820
d,2529,167,155250
d,2530,168,171040
d,2531,169,149050
d,2532,168,159950
d,2533,169,141070
d,2534,166,145470
d,2535,167,117640
d,2536,168,127760
d,2537,169,117200
d,2538,166,136260
d,2539,167,128780
d,2540,168,151040
d,2541,165,138250
d,2542,166,130640
d,2543,167,106330
d,2544,166,141400
d,2545,167,140720
d,2546,168,139620
d,2547,169,134310
d,2548,166,126110
d,2549,167,132490
d,2550,166,149950
d,2551,167,107780
d,2552,168,118720
d,2553,169,134530
d,2554,170,140230
d,2555,171,112630
d,2556,165,141210
d,2557,166,117540
d,2558,166,112360
d,2559,167,137930
d,2560,168,136730
d,2561,171,159540
d,2562,172,144940
d,2563,166,150980
d,2564,166,105860
d,2565,167,125000
d,2566,168,148230
d,2567,167,148920
d,2568,172,144180
d,2569,173,138280
d,2570,167,122730
d,2571,171,125720
d,2572,172,116850
d,2573,166,119320
d,2574,167,138620
d,2575,173,156990
d,2576,174,147070
d,2577,171,139220
d,2578,172,110380
d,2579,166,129310
d,2580,167,151550
d,2581,167,162430
d,2582,168,129870
d,2583,169,140290
d,2584,172,132690
d,2585,173,102130
d,2586,167,152280
d,2587,167,142280
d,2588,172,158920
d,2589,173,131850
d,2590,167,120690
d,2591,171,119320
d,2592,172,132390
d,2593,166,110750
d,2594,172,149400
d,2595,173,146040
d,2596,167,139820
d,2597,168,140530
d,2598,172,140190
d,2599,173,112070
d,2600,172,143610
d,2601,173,167020
d,2602,167,145630
d,2603,168,146500
d,2604,168,139450
d,2605,173,105990
d,2606,171,122920
d,2607,172,134510
d,2608,172,138920
d,2609,173,148000
d,2610,167,174340
d,2611,173,140800
d,2612,174,102240
d,2613,172,134390
d,2614,172,140750
d,2615,173,187150
d,2616,167,122470
d,2617,173,130250
d,2618,174,142030
d,2619,168,166930
d,2620,173,147410
d,2621,173,122430
d,2622,174,134180
d,2623,172,145940
d,2624,173,141490
d,2625,173,134510
