type,problem,answer,time,,type,problem,answer,time,,,,,,,,,,type,problem,answer,time,,type,problem,answer,time
d,757,47,24,,d,757,47,24,,,,,,,,,,,,,,,,,,
d,758,48,26,,d,758,48,26,,,,,,,,,,,,,,,,,,
d,759,36,25,,d,759,36,25,,,,,,,,,,,,,,,,,,
d,760,37,24,,d,760,37,24,,,,,,,,,,,,,,,,,,
d,761,45,24,,d,761,45,24,,,,,,,,,,,,,,,,,,
d,762,46,24,,d,762,46,24,,,,,,,,,,,,,,,,,,
d,763,47,24,,d,763,47,24,,,,,,,,,,,,,,,,,,
d,764,48,24,,d,764,48,24,,,,,,,,,,,,,,,,,,
d,765,42,24,,d,765,42,24,,,,,,,,,,,,,,,,,,
d,766,43,25,,d,766,43,25,,,,,,,,,,,,,,,,,,
d,767,43,25,,d,767,43,25,,,,,,,,,,,,,,,,,,
d,768,46,26,,d,768,46,26,,,,,,,,,,,,,,,,,,
d,769,47,26,,d,769,47,26,,,,,,,,,,,,,,,,,,
d,770,48,25,,d,770,48,25,,,,,,,,,,,,,,,,,,
d,771,45,25,,d,771,45,25,,,,,,,,,,,,,,,,,,
d,772,46,25,,d,772,46,25,,,,,,,,,,,,,,,,,,
d,773,47,25,,d,773,47,25,,,,,,,,,,,,,,,,,,
d,774,48,25,,d,774,48,25,,,,,,,,,,,,,,,,,,
d,775,47,25,,d,775,47,25,,,,,,,,,,,,,,,,,,
d,776,48,25,,d,776,48,25,,,,,,,,,,,,,,,,,,
d,777,45,24,,d,777,45,24,,,,,,,,,,,,,,,,,,
d,778,46,24,,d,778,46,24,,,,,,,,,,,,,,,,,,
d,779,47,25,,d,779,47,25,,,,,,,,,,,,,,,,,,
d,780,48,24,,d,780,48,24,,,,,,,,,,,,,,,,,,
d,781,49,24,,d,781,49,24,,,,,,,,,,,,,,,,,,
d,782,48,25,,d,782,48,25,,,,,,,,,,,,,,,,,,
d,783,49,25,,d,783,49,25,,,,,,,,,,,,,,,,,,
d,784,46,25,,d,784,46,25,,,,,,,,,,,,,,,,,,
d,785,47,25,,d,785,47,25,,,,,,,,,,,,,,,,,,
d,786,48,26,,d,786,48,26,,,,,,,,,,,,,,,,,,
d,787,49,25,,d,787,49,25,,,,,,,,,,,,,,,,,,
d,788,46,26,,d,788,46,26,,,,,,,,,,,,,,,,,,
d,789,47,26,,d,789,47,26,,,,,,,,,,,,,,,,,,
d,790,48,26,,d,790,48,26,,,,,,,,,,,,,,,,,,
d,791,45,29,,d,791,45,29,,,,,,,,,,,,,,,,,,
d,792,46,26,,d,792,46,26,,,,,,,,,,,,,,,,,,
d,793,47,25,,d,793,47,25,,,,,,,,,,,,,,,,,,
d,794,46,25,,d,794,46,25,,,,,,,,,,,,,,,,,,
d,795,47,25,,d,795,47,25,,,,,,,,,,,,,,,,,,
d,796,48,26,,d,796,48,26,,,,,,,,,,,,,,,,,,
d,797,49,25,,d,797,49,25,,,,,,,,,,,,,,,,,,
d,798,46,37,,d,798,46,37,,,,,,,,,,,,,,,,,,
d,799,47,26,,d,799,47,26,,,,,,,,,,,,,,,,,,
d,800,46,26,,d,800,46,26,,,,,,,,,,,,,,,,,,
d,801,47,27,,d,801,47,27,,,,,,,,,,,,,,,,,,
d,802,48,25,,d,802,48,25,,,,,,,,,,,,,,,,,,
d,803,49,25,,d,803,49,25,,,,,,,,,,,,,,,,,,
d,804,50,25,,d,804,50,25,,,,,,,,,,,,,,,,,,
d,805,51,25,,d,805,51,25,,,,,,,,,,,,,,,,,,
d,806,45,47,,d,806,45,47,,,,,,,,,,,,,,,,,,
d,807,46,26,,d,807,46,26,,,,,,,,,,,,,,,,,,
d,808,46,26,,d,808,46,26,,,,,,,,,,,,,,,,,,
d,809,47,25,,d,809,47,25,,,,,,,,,,,,,,,,,,
d,810,48,26,,d,810,48,26,,,,,,,,,,,,,,,,,,
d,811,51,26,,d,811,51,26,,,,,,,,,,,,,,,,,,
d,812,52,26,,d,812,52,26,,,,,,,,,,,,,,,,,,
d,813,46,25,,d,813,46,25,,,,,,,,,,,,,,,,,,
d,814,46,26,,d,814,46,26,,,,,,,,,,,,,,,,,,
d,815,47,26,,d,815,47,26,,,,,,,,,,,,,,,,,,
d,816,48,26,,d,816,48,26,,,,,,,,,,,,,,,,,,
d,817,47,26,,d,817,47,26,,,,,,,,,,,,,,,,,,
d,818,52,35,,d,818,52,35,,,,,,,,,,,,,,,,,,
d,819,53,27,,d,819,53,27,,,,,,,,,,,,,,,,,,
d,820,47,26,,d,820,47,26,,,,,,,,,,,,,,,,,,
d,821,51,26,,d,821,51,26,,,,,,,,,,,,,,,,,,
d,822,52,27,,d,822,52,27,,,,,,,,,,,,,,,,,,
d,823,46,26,,d,823,46,26,,,,,,,,,,,,,,,,,,
d,824,47,26,,d,824,47,26,,,,,,,,,,,,,,,,,,
d,825,53,36,,d,825,53,36,,,,,,,,,,,,,,,,,,
d,826,54,26,,d,826,54,26,,,,,,,,,,,,,,,,,,
d,827,51,26,,d,827,51,26,,,,,,,,,,,,,,,,,,
d,828,52,26,,d,828,52,26,,,,,,,,,,,,,,,,,,
d,829,46,26,,d,829,46,26,,,,,,,,,,,,,,,,,,
d,830,47,26,,d,830,47,26,,,,,,,,,,,,,,,,,,
d,831,47,26,,d,831,47,26,,,,,,,,,,,,,,,,,,
d,832,48,26,,d,832,48,26,,,,,,,,,,,,,,,,,,
d,833,49,26,,d,833,49,26,,,,,,,,,,,,,,,,,,
d,834,52,27,,d,834,52,27,,,,,,,,,,,,,,,,,,
d,835,53,26,,d,835,53,26,,,,,,,,,,,,,,,,,,
d,836,47,28,,d,836,47,28,,,,,,,,,,,,,,,,,,
d,837,47,27,,d,837,47,27,,,,,,,,,,,,,,,,,,
d,838,52,26,,d,838,52,26,,,,,,,,,,,,,,,,,,
d,839,53,47,,d,839,53,47,,,,,,,,,,,,,,,,,,
d,840,47,26,,d,840,47,26,,,,,,,,,,,,,,,,,,
d,841,51,27,,d,841,51,27,,,,,,,,,,,,,,,,,,
d,842,52,59,,d,842,52,59,,,,,,,,,,,,,,,,,,
d,843,46,27,,d,843,46,27,,,,,,,,,,,,,,,,,,
d,844,52,27,,d,844,52,27,,,,,,,,,,,,,,,,,,
d,845,53,26,,d,845,53,26,,,,,,,,,,,,,,,,,,
d,846,47,26,,d,846,47,26,,,,,,,,,,,,,,,,,,
d,847,48,27,,d,847,48,27,,,,,,,,,,,,,,,,,,
d,848,52,28,,d,848,52,28,,,,,,,,,,,,,,,,,,
d,849,53,27,,d,849,53,27,,,,,,,,,,,,,,,,,,
d,850,52,27,,d,850,52,27,,,,,,,,,,,,,,,,,,
d,851,53,27,,d,851,53,27,,,,,,,,,,,,,,,,,,
d,852,47,27,,d,852,47,27,,,,,,,,,,,,,,,,,,
d,853,48,27,,d,853,48,27,,,,,,,,,,,,,,,,,,
d,854,48,27,,d,854,48,27,,,,,,,,,,,,,,,,,,
d,855,53,27,,d,855,53,27,,,,,,,,,,,,,,,,,,
d,856,51,27,,d,856,51,27,,,,,,,,,,,,,,,,,,
d,857,52,27,,d,857,52,27,,,,,,,,,,,,,,,,,,
d,858,52,27,,d,858,52,27,,,,,,,,,,,,,,,,,,
d,859,53,27,,d,859,53,27,,,,,,,,,,,,,,,,,,
d,860,47,27,,d,860,47,27,,,,,,,,,,,,,,,,,,
d,861,53,27,,d,861,53,27,,,,,,,,,,,,,,,,,,
d,862,54,41,,d,862,54,41,,,,,,,,,,,,,,,,,,
d,863,52,29,,d,863,52,29,,,,,,,,,,,,,,,,,,
d,864,52,28,,d,864,52,28,,,,,,,,,,,,,,,,,,
d,865,53,29,,d,865,53,29,,,,,,,,,,,,,,,,,,
d,866,47,28,,d,866,47,28,,,,,,,,,,,,,,,,,,
d,867,53,27,,d,867,53,27,,,,,,,,,,,,,,,,,,
d,868,54,28,,d,868,54,28,,,,,,,,,,,,,,,,,,
d,869,48,29,,d,869,48,29,,,,,,,,,,,,,,,,,,
d,870,53,27,,d,870,53,27,,,,,,,,,,,,,,,,,,
d,871,53,28,,d,871,53,28,,,,,,,,,,,,,,,,,,
d,872,54,31,,d,872,54,31,,,,,,,,,,,,,,,,,,
d,873,52,28,,d,873,52,28,,,,,,,,,,,,,,,,,,
d,874,53,27,,d,874,53,27,,,,,,,,,,,,,,,,,,
d,875,53,28,,d,875,53,28,,,,,,,,,,,,,,,,,,
d,876,54,27,,d,876,54,27,,,,,,,,,,,,,,,,,,
d,877,54,28,,d,877,54,28,,,,,,,,,,,,,,,,,,
d,878,52,39,,d,878,52,39,,,,,,,,,,,,,,,,,,
d,879,52,28,,d,879,52,28,,,,,,,,,,,,,,,,,,
d,880,53,58,,d,880,53,58,,,,,,,,,,,,,,,,,,
d,881,53,28,,d,881,53,28,,,,,,,,,,,,,,,,,,
d,882,54,28,,d,882,54,28,,,,,,,,,,,,,,,,,,
d,883,48,28,,d,883,48,28,,,,,,,,,,,,,,,,,,
d,884,54,29,,d,884,54,29,,,,,,,,,,,,,,,,,,
d,885,53,28,,d,885,53,28,,,,,,,,,,,,,,,,,,
d,886,53,28,,d,886,53,28,,,,,,,,,,,,,,,,,,
d,887,53,29,,d,887,53,29,,,,,,,,,,,,,,,,,,
d,888,54,29,,d,888,54,29,,,,,,,,,,,,,,,,,,
d,889,48,29,,d,889,48,29,,,,,,,,,,,,,,,,,,
d,890,53,30,,d,890,53,30,,,,,,,,,,,,,,,,,,
d,891,54,29,,d,891,54,29,,,,,,,,,,,,,,,,,,
d,892,54,29,,d,892,54,29,,,,,,,,,,,,,,,,,,
d,893,52,29,,d,893,52,29,,,,,,,,,,,,,,,,,,
d,894,53,29,,d,894,53,29,,,,,,,,,,,,,,,,,,
d,895,53,28,,d,895,53,28,,,,,,,,,,,,,,,,,,
d,896,53,61,,d,896,53,61,,,,,,,,,,,,,,,,,,
d,897,54,29,,d,897,54,29,,,,,,,,,,,,,,,,,,
d,898,54,29,,d,898,54,29,,,,,,,,,,,,,,,,,,
d,899,55,28,,d,899,55,28,,,,,,,,,,,,,,,,,,
d,900,53,28,,d,900,53,28,,,,,,,,,,,,,,,,,,
d,901,53,28,,d,901,53,28,,,,,,,,,,,,,,,,,,
d,902,53,28,,d,902,53,28,,,,,,,,,,,,,,,,,,
d,903,54,28,,d,903,54,28,,,,,,,,,,,,,,,,,,
d,904,54,29,,d,904,54,29,,,,,,,,,,,,,,,,,,
d,905,55,28,,d,905,55,28,,,,,,,,,,,,,,,,,,
d,906,49,29,,d,906,49,29,,,,,,,,,,,,,,,,,,
d,907,54,30,,d,907,54,30,,,,,,,,,,,,,,,,,,
d,908,52,29,,d,908,52,29,,,,,,,,,,,,,,,,,,
d,909,53,30,,d,909,53,30,,,,,,,,,,,,,,,,,,
d,910,53,31,,d,910,53,31,,,,,,,,,,,,,,,,,,
d,911,54,29,,d,911,54,29,,,,,,,,,,,,,,,,,,
d,912,54,30,,d,912,54,30,,,,,,,,,,,,,,,,,,
d,913,54,30,,d,913,54,30,,,,,,,,,,,,,,,,,,
d,914,55,30,,d,914,55,30,,,,,,,,,,,,,,,,,,
d,915,53,29,,d,915,53,29,,,,,,,,,,,,,,,,,,
d,916,53,29,,d,916,53,29,,,,,,,,,,,,,,,,,,
d,917,54,29,,d,917,54,29,,,,,,,,,,,,,,,,,,
d,918,54,30,,d,918,54,30,,,,,,,,,,,,,,,,,,
d,919,54,32,,d,919,54,32,,,,,,,,,,,,,,,,,,
d,920,55,29,,d,920,55,29,,,,,,,,,,,,,,,,,,
d,921,55,29,,d,921,55,29,,,,,,,,,,,,,,,,,,
d,922,54,29,,d,922,54,29,,,,,,,,,,,,,,,,,,
d,923,54,29,,d,923,54,29,,,,,,,,,,,,,,,,,,
d,924,54,29,,d,924,54,29,,,,,,,,,,,,,,,,,,
d,925,53,29,,d,925,53,29,,,,,,,,,,,,,,,,,,
d,926,54,40,,d,926,54,40,,,,,,,,,,,,,,,,,,
d,927,54,30,,d,927,54,30,,,,,,,,,,,,,,,,,,
d,928,55,31,,d,928,55,31,,,,,,,,,,,,,,,,,,
d,929,55,30,,d,929,55,30,,,,,,,,,,,,,,,,,,
d,930,53,29,,d,930,53,29,,,,,,,,,,,,,,,,,,
d,931,53,30,,d,931,53,30,,,,,,,,,,,,,,,,,,
d,932,54,29,,d,932,54,29,,,,,,,,,,,,,,,,,,
d,933,54,39,,d,933,54,39,,,,,,,,,,,,,,,,,,
d,934,55,30,,d,934,55,30,,,,,,,,,,,,,,,,,,
d,935,55,29,,d,935,55,29,,,,,,,,,,,,,,,,,,
d,936,55,30,,d,936,55,30,,,,,,,,,,,,,,,,,,
d,937,54,31,,d,937,54,31,,,,,,,,,,,,,,,,,,
d,938,54,31,,d,938,54,31,,,,,,,,,,,,,,,,,,
d,939,54,30,,d,939,54,30,,,,,,,,,,,,,,,,,,
d,940,55,31,,d,940,55,31,,,,,,,,,,,,,,,,,,
d,941,55,30,,d,941,55,30,,,,,,,,,,,,,,,,,,
d,942,54,30,,d,942,54,30,,,,,,,,,,,,,,,,,,
d,943,55,30,,d,943,55,30,,,,,,,,,,,,,,,,,,
d,944,55,30,,d,944,55,30,,,,,,,,,,,,,,,,,,
d,945,53,30,,d,945,53,30,,,,,,,,,,,,,,,,,,
d,946,54,42,,d,946,54,42,,,,,,,,,,,,,,,,,,
d,947,54,30,,d,947,54,30,,,,,,,,,,,,,,,,,,
d,948,54,30,,d,948,54,30,,,,,,,,,,,,,,,,,,
d,949,55,31,,d,949,55,31,,,,,,,,,,,,,,,,,,
d,950,55,30,,d,950,55,30,,,,,,,,,,,,,,,,,,
d,951,56,31,,d,951,56,31,,,,,,,,,,,,,,,,,,
d,952,57,30,,d,952,57,30,,,,,,,,,,,,,,,,,,
d,953,58,32,,d,953,58,32,,,,,,,,,,,,,,,,,,
d,954,59,30,,d,954,59,30,,,,,,,,,,,,,,,,,,
d,955,60,31,,d,955,60,31,,,,,,,,,,,,,,,,,,
d,956,61,31,,d,956,61,31,,,,,,,,,,,,,,,,,,
d,957,62,30,,d,957,62,30,,,,,,,,,,,,,,,,,,
d,958,63,33,,d,958,63,33,,,,,,,,,,,,,,,,,,
d,959,64,31,,d,959,64,31,,,,,,,,,,,,,,,,,,
d,960,65,30,,d,960,65,30,,,,,,,,,,,,,,,,,,
d,961,66,30,,d,961,66,30,,,,,,,,,,,,,,,,,,
d,962,54,31,,d,962,54,31,,,,,,,,,,,,,,,,,,
d,963,55,30,,d,963,55,30,,,,,,,,,,,,,,,,,,
d,964,63,31,,d,964,63,31,,,,,,,,,,,,,,,,,,
d,965,64,30,,d,965,64,30,,,,,,,,,,,,,,,,,,
d,966,65,32,,d,966,65,32,,,,,,,,,,,,,,,,,,
d,967,66,31,,d,967,66,31,,,,,,,,,,,,,,,,,,
d,968,57,31,,d,968,57,31,,,,,,,,,,,,,,,,,,
d,969,58,32,,d,969,58,32,,,,,,,,,,,,,,,,,,
d,970,59,32,,d,970,59,32,,,,,,,,,,,,,,,,,,
d,971,64,31,,d,971,64,31,,,,,,,,,,,,,,,,,,
d,972,65,31,,d,972,65,31,,,,,,,,,,,,,,,,,,
d,973,66,31,,d,973,66,31,,,,,,,,,,,,,,,,,,
d,974,63,31,,d,974,63,31,,,,,,,,,,,,,,,,,,
d,975,64,31,,d,975,64,31,,,,,,,,,,,,,,,,,,
d,976,65,31,,d,976,65,31,,,,,,,,,,,,,,,,,,
d,977,66,32,,d,977,66,32,,,,,,,,,,,,,,,,,,
d,978,65,43,,d,978,65,43,,,,,,,,,,,,,,,,,,
d,979,66,32,,d,979,66,32,,,,,,,,,,,,,,,,,,
d,980,63,34,,d,980,63,34,,,,,,,,,,,,,,,,,,
d,981,64,33,,d,981,64,33,,,,,,,,,,,,,,,,,,
d,982,65,31,,d,982,65,31,,,,,,,,,,,,,,,,,,
d,983,66,31,,d,983,66,31,,,,,,,,,,,,,,,,,,
d,984,67,33,,d,984,67,33,,,,,,,,,,,,,,,,,,
d,985,58,35,,d,985,58,35,,,,,,,,,,,,,,,,,,
d,986,59,31,,d,986,59,31,,,,,,,,,,,,,,,,,,
d,987,64,31,,d,987,64,31,,,,,,,,,,,,,,,,,,
d,988,57,31,,d,988,57,31,,,,,,,,,,,,,,,,,,
d,989,58,31,,d,989,58,31,,,,,,,,,,,,,,,,,,
d,990,59,32,,d,990,59,32,,,,,,,,,,,,,,,,,,
d,991,64,31,,d,991,64,31,,,,,,,,,,,,,,,,,,
d,992,65,31,,d,992,65,31,,,,,,,,,,,,,,,,,,
d,993,66,32,,d,993,66,32,,,,,,,,,,,,,,,,,,
d,994,63,31,,d,994,63,31,,,,,,,,,,,,,,,,,,
d,995,64,32,,d,995,64,32,,,,,,,,,,,,,,,,,,
d,996,65,32,,d,996,65,32,,,,,,,,,,,,,,,,,,
d,997,64,33,,d,997,64,33,,,,,,,,,,,,,,,,,,
d,998,65,34,,d,998,65,34,,,,,,,,,,,,,,,,,,
d,999,66,32,,d,999,66,32,,,,,,,,,,,,,,,,,,
d,1000,67,32,,d,1000,67,32,,,,,,,,,,,,,,,,,,
d,1001,64,32,,d,1001,64,32,,,,,,,,,,,,,,,,,,
d,1002,65,62,,d,1002,65,62,,,,,,,,,,,,,,,,,,
d,1003,57,32,,d,1003,57,32,,,,,,,,,,,,,,,,,,
d,1004,58,32,,d,1004,58,32,,,,,,,,,,,,,,,,,,
d,1005,58,32,,d,1005,58,32,,,,,,,,,,,,,,,,,,
d,1006,59,32,,d,1006,59,32,,,,,,,,,,,,,,,,,,
d,1007,60,32,,d,1007,60,32,,,,,,,,,,,,,,,,,,
d,1008,65,32,,d,1008,65,32,,,,,,,,,,,,,,,,,,
d,1009,63,33,,d,1009,63,33,,,,,,,,,,,,,,,,,,
d,1010,64,33,,d,1010,64,33,,,,,,,,,,,,,,,,,,
d,1011,64,33,,d,1011,64,33,,,,,,,,,,,,,,,,,,
d,1012,65,32,,d,1012,65,32,,,,,,,,,,,,,,,,,,
d,1013,66,33,,d,1013,66,33,,,,,,,,,,,,,,,,,,
d,1014,65,33,,d,1014,65,33,,,,,,,,,,,,,,,,,,
d,1015,66,32,,d,1015,66,32,,,,,,,,,,,,,,,,,,
d,1016,64,33,,d,1016,64,33,,,,,,,,,,,,,,,,,,
d,1017,64,33,,d,1017,64,33,,,,,,,,,,,,,,,,,,
d,1018,65,41,,d,1018,65,41,,,,,,,,,,,,,,,,,,
d,1019,66,32,,d,1019,66,32,,,,,,,,,,,,,,,,,,
d,1020,58,34,,d,1020,58,34,,,,,,,,,,,,,,,,,,
d,1021,59,34,,d,1021,59,34,,,,,,,,,,,,,,,,,,
d,1022,59,32,,d,1022,59,32,,,,,,,,,,,,,,,,,,
d,1023,65,33,,d,1023,65,33,,,,,,,,,,,,,,,,,,
d,1024,65,32,,d,1024,65,32,,,,,,,,,,,,,,,,,,
d,1025,58,33,,d,1025,58,33,,,,,,,,,,,,,,,,,,
d,1026,64,44,,d,1026,64,44,,,,,,,,,,,,,,,,,,
d,1027,65,32,,d,1027,65,32,,,,,,,,,,,,,,,,,,
d,1028,65,35,,d,1028,65,35,,,,,,,,,,,,,,,,,,
d,1029,66,33,,d,1029,66,33,,,,,,,,,,,,,,,,,,
d,1030,66,33,,d,1030,66,33,,,,,,,,,,,,,,,,,,
d,1031,64,33,,d,1031,64,33,,,,,,,,,,,,,,,,,,
d,1032,64,34,,d,1032,64,34,,,,,,,,,,,,,,,,,,
d,1033,65,34,,d,1033,65,34,,,,,,,,,,,,,,,,,,
d,1034,65,33,,d,1034,65,33,,,,,,,,,,,,,,,,,,
d,1035,66,34,,d,1035,66,34,,,,,,,,,,,,,,,,,,
d,1036,67,34,,d,1036,67,34,,,,,,,,,,,,,,,,,,
d,1037,59,34,,d,1037,59,34,,,,,,,,,,,,,,,,,,
d,1038,65,35,,d,1038,65,35,,,,,,,,,,,,,,,,,,
d,1039,65,33,,d,1039,65,33,,,,,,,,,,,,,,,,,,
d,1040,58,33,,d,1040,58,33,,,,,,,,,,,,,,,,,,
d,1041,59,33,,d,1041,59,33,,,,,,,,,,,,,,,,,,
d,1042,59,33,,d,1042,59,33,,,,,,,,,,,,,,,,,,
d,1043,65,33,,d,1043,65,33,,,,,,,,,,,,,,,,,,
d,1044,66,33,,d,1044,66,33,,,,,,,,,,,,,,,,,,
d,1045,66,33,,d,1045,66,33,,,,,,,,,,,,,,,,,,
d,1046,64,33,,d,1046,64,33,,,,,,,,,,,,,,,,,,
d,1047,65,33,,d,1047,65,33,,,,,,,,,,,,,,,,,,
d,1048,65,33,,d,1048,65,33,,,,,,,,,,,,,,,,,,
d,1049,65,34,,d,1049,65,34,,,,,,,,,,,,,,,,,,
d,1050,66,33,,d,1050,66,33,,,,,,,,,,,,,,,,,,
d,1051,66,46,,d,1051,66,46,,,,,,,,,,,,,,,,,,
d,1052,67,36,,d,1052,67,36,,,,,,,,,,,,,,,,,,
d,1053,65,56,,d,1053,65,56,,,,,,,,,,,,,,,,,,
d,1054,65,34,,d,1054,65,34,,,,,,,,,,,,,,,,,,
d,1055,58,35,,d,1055,58,35,,,,,,,,,,,,,,,,,,
d,1056,59,46,,d,1056,59,46,,,,,,,,,,,,,,,,,,
d,1057,59,34,,d,1057,59,34,,,,,,,,,,,,,,,,,,
d,1058,60,34,,d,1058,60,34,,,,,,,,,,,,,,,,,,
d,1059,60,35,,d,1059,60,35,,,,,,,,,,,,,,,,,,
d,1060,66,34,,d,1060,66,34,,,,,,,,,,,,,,,,,,
d,1061,64,34,,d,1061,64,34,,,,,,,,,,,,,,,,,,
d,1062,65,34,,d,1062,65,34,,,,,,,,,,,,,,,,,,
d,1063,65,34,,d,1063,65,34,,,,,,,,,,,,,,,,,,
d,1064,66,38,,d,1064,66,38,,,,,,,,,,,,,,,,,,
d,1065,66,34,,d,1065,66,34,,,,,,,,,,,,,,,,,,
d,1066,66,34,,d,1066,66,34,,,,,,,,,,,,,,,,,,
d,1067,67,34,,d,1067,67,34,,,,,,,,,,,,,,,,,,
d,1068,65,34,,d,1068,65,34,,,,,,,,,,,,,,,,,,
d,1069,65,36,,d,1069,65,36,,,,,,,,,,,,,,,,,,
d,1070,66,34,,d,1070,66,34,,,,,,,,,,,,,,,,,,
d,1071,66,34,,d,1071,66,34,,,,,,,,,,,,,,,,,,
d,1072,59,34,,d,1072,59,34,,,,,,,,,,,,,,,,,,
d,1073,60,34,,d,1073,60,34,,,,,,,,,,,,,,,,,,
d,1074,60,38,,d,1074,60,38,,,,,,,,,,,,,,,,,,
d,1075,66,34,,d,1075,66,34,,,,,,,,,,,,,,,,,,
d,1076,66,34,,d,1076,66,34,,,,,,,,,,,,,,,,,,
d,1077,59,34,,d,1077,59,34,,,,,,,,,,,,,,,,,,
d,1078,65,34,,d,1078,65,34,,,,,,,,,,,,,,,,,,
d,1079,66,34,,d,1079,66,34,,,,,,,,,,,,,,,,,,
d,1080,66,34,,d,1080,66,34,,,,,,,,,,,,,,,,,,
d,1081,67,34,,d,1081,67,34,,,,,,,,,,,,,,,,,,
d,1082,67,34,,d,1082,67,34,,,,,,,,,,,,,,,,,,
d,1083,65,34,,d,1083,65,34,,,,,,,,,,,,,,,,,,
d,1084,65,34,,d,1084,65,34,,,,,,,,,,,,,,,,,,
d,1085,66,35,,d,1085,66,35,,,,,,,,,,,,,,,,,,
d,1086,66,34,,d,1086,66,34,,,,,,,,,,,,,,,,,,
d,1087,67,35,,d,1087,67,35,,,,,,,,,,,,,,,,,,
d,1088,67,34,,d,1088,67,34,,,,,,,,,,,,,,,,,,
d,1089,60,34,,d,1089,60,34,,,,,,,,,,,,,,,,,,
d,1090,66,35,,d,1090,66,35,,,,,,,,,,,,,,,,,,
d,1091,66,34,,d,1091,66,34,,,,,,,,,,,,,,,,,,
d,1092,59,34,,d,1092,59,34,,,,,,,,,,,,,,,,,,
d,1093,60,34,,d,1093,60,34,,,,,,,,,,,,,,,,,,
d,1094,60,34,,d,1094,60,34,,,,,,,,,,,,,,,,,,
d,1095,66,34,,d,1095,66,34,,,,,,,,,,,,,,,,,,
d,1096,67,35,,d,1096,67,35,,,,,,,,,,,,,,,,,,
d,1097,67,35,,d,1097,67,35,,,,,,,,,,,,,,,,,,
d,1098,65,35,,d,1098,65,35,,,,,,,,,,,,,,,,,,
d,1099,66,35,,d,1099,66,35,,,,,,,,,,,,,,,,,,
d,1100,66,35,,d,1100,66,35,,,,,,,,,,,,,,,,,,
d,1101,66,66,,d,1101,66,66,,,,,,,,,,,,,,,,,,
d,1102,67,35,,d,1102,67,35,,,,,,,,,,,,,,,,,,
d,1103,67,39,,d,1103,67,39,,,,,,,,,,,,,,,,,,
d,1104,68,35,,d,1104,68,35,,,,,,,,,,,,,,,,,,
d,1105,69,35,,d,1105,69,35,,,,,,,,,,,,,,,,,,
d,1106,70,35,,d,1106,70,35,,,,,,,,,,,,,,,,,,
d,1107,71,35,,d,1107,71,35,,,,,,,,,,,,,,,,,,
d,1108,72,35,,d,1108,72,35,,,,,,,,,,,,,,,,,,
d,1109,60,36,,d,1109,60,36,,,,,,,,,,,,,,,,,,
d,1110,61,35,,d,1110,61,35,,,,,,,,,,,,,,,,,,
d,1111,69,36,,d,1111,69,36,,,,,,,,,,,,,,,,,,
d,1112,70,35,,d,1112,70,35,,,,,,,,,,,,,,,,,,
d,1113,71,35,,d,1113,71,35,,,,,,,,,,,,,,,,,,
d,1114,72,35,,d,1114,72,35,,,,,,,,,,,,,,,,,,
d,1115,66,48,,d,1115,66,48,,,,,,,,,,,,,,,,,,
d,1116,67,35,,d,1116,67,35,,,,,,,,,,,,,,,,,,
d,1117,67,36,,d,1117,67,36,,,,,,,,,,,,,,,,,,
d,1118,70,36,,d,1118,70,36,,,,,,,,,,,,,,,,,,
d,1119,71,35,,d,1119,71,35,,,,,,,,,,,,,,,,,,
d,1120,72,35,,d,1120,72,35,,,,,,,,,,,,,,,,,,
d,1121,69,36,,d,1121,69,36,,,,,,,,,,,,,,,,,,
d,1122,70,35,,d,1122,70,35,,,,,,,,,,,,,,,,,,
d,1123,71,36,,d,1123,71,36,,,,,,,,,,,,,,,,,,
d,1124,72,35,,d,1124,72,35,,,,,,,,,,,,,,,,,,
d,1125,71,35,,d,1125,71,35,,,,,,,,,,,,,,,,,,
d,1126,72,36,,d,1126,72,36,,,,,,,,,,,,,,,,,,
d,1127,69,37,,d,1127,69,37,,,,,,,,,,,,,,,,,,
d,1128,70,36,,d,1128,70,36,,,,,,,,,,,,,,,,,,
d,1129,71,40,,d,1129,71,40,,,,,,,,,,,,,,,,,,
d,1130,72,36,,d,1130,72,36,,,,,,,,,,,,,,,,,,
d,1131,73,36,,d,1131,73,36,,,,,,,,,,,,,,,,,,
d,1132,72,36,,d,1132,72,36,,,,,,,,,,,,,,,,,,
d,1133,73,36,,d,1133,73,36,,,,,,,,,,,,,,,,,,
d,1134,70,36,,d,1134,70,36,,,,,,,,,,,,,,,,,,
d,1135,71,36,,d,1135,71,36,,,,,,,,,,,,,,,,,,
d,1136,72,68,,d,1136,72,68,,,,,,,,,,,,,,,,,,
d,1137,73,36,,d,1137,73,36,,,,,,,,,,,,,,,,,,
d,1138,70,37,,d,1138,70,37,,,,,,,,,,,,,,,,,,
d,1139,71,39,,d,1139,71,39,,,,,,,,,,,,,,,,,,
d,1140,72,36,,d,1140,72,36,,,,,,,,,,,,,,,,,,
d,1141,69,36,,d,1141,69,36,,,,,,,,,,,,,,,,,,
d,1142,70,36,,d,1142,70,36,,,,,,,,,,,,,,,,,,
d,1143,71,36,,d,1143,71,36,,,,,,,,,,,,,,,,,,
d,1144,70,36,,d,1144,70,36,,,,,,,,,,,,,,,,,,
d,1145,71,36,,d,1145,71,36,,,,,,,,,,,,,,,,,,
d,1146,72,36,,d,1146,72,36,,,,,,,,,,,,,,,,,,
