type,problem,answer,time,,type,problem,answer,time,,,,,,,,,,type,problem,answer,time,,type,problem,answer,time
d,359,12,10,,d,359,12,10,,,,,,,,,,,,,,,,,,
d,360,18,11,,d,360,18,11,,,,,,,,,,,,,,,,,,
d,361,16,11,,d,361,16,11,,,,,,,,,,,,,,,,,,
d,362,17,11,,d,362,17,11,,,,,,,,,,,,,,,,,,
d,363,17,11,,d,363,17,11,,,,,,,,,,,,,,,,,,
d,364,18,11,,d,364,18,11,,,,,,,,,,,,,,,,,,
d,365,18,11,,d,365,18,11,,,,,,,,,,,,,,,,,,
d,366,18,11,,d,366,18,11,,,,,,,,,,,,,,,,,,
d,367,19,11,,d,367,19,11,,,,,,,,,,,,,,,,,,
d,368,17,11,,d,368,17,11,,,,,,,,,,,,,,,,,,
d,369,17,11,,d,369,17,11,,,,,,,,,,,,,,,,,,
d,370,18,11,,d,370,18,11,,,,,,,,,,,,,,,,,,
d,371,18,11,,d,371,18,11,,,,,,,,,,,,,,,,,,
d,372,11,11,,d,372,11,11,,,,,,,,,,,,,,,,,,
d,373,12,11,,d,373,12,11,,,,,,,,,,,,,,,,,,
d,374,12,11,,d,374,12,11,,,,,,,,,,,,,,,,,,
d,375,18,11,,d,375,18,11,,,,,,,,,,,,,,,,,,
d,376,18,11,,d,376,18,11,,,,,,,,,,,,,,,,,,
d,377,11,11,,d,377,11,11,,,,,,,,,,,,,,,,,,
d,378,17,11,,d,378,17,11,,,,,,,,,,,,,,,,,,
d,379,18,12,,d,379,18,12,,,,,,,,,,,,,,,,,,
d,380,18,11,,d,380,18,11,,,,,,,,,,,,,,,,,,
d,381,19,12,,d,381,19,12,,,,,,,,,,,,,,,,,,
d,382,19,11,,d,382,19,11,,,,,,,,,,,,,,,,,,
d,383,17,12,,d,383,17,12,,,,,,,,,,,,,,,,,,
d,384,17,11,,d,384,17,11,,,,,,,,,,,,,,,,,,
d,385,18,12,,d,385,18,12,,,,,,,,,,,,,,,,,,
d,386,18,12,,d,386,18,12,,,,,,,,,,,,,,,,,,
d,387,19,12,,d,387,19,12,,,,,,,,,,,,,,,,,,
d,388,19,12,,d,388,19,12,,,,,,,,,,,,,,,,,,
d,389,12,11,,d,389,12,11,,,,,,,,,,,,,,,,,,
d,390,18,12,,d,390,18,12,,,,,,,,,,,,,,,,,,
d,391,18,12,,d,391,18,12,,,,,,,,,,,,,,,,,,
d,392,11,12,,d,392,11,12,,,,,,,,,,,,,,,,,,
d,393,12,12,,d,393,12,12,,,,,,,,,,,,,,,,,,
d,394,12,12,,d,394,12,12,,,,,,,,,,,,,,,,,,
d,395,18,12,,d,395,18,12,,,,,,,,,,,,,,,,,,
d,396,19,12,,d,396,19,12,,,,,,,,,,,,,,,,,,
d,397,19,12,,d,397,19,12,,,,,,,,,,,,,,,,,,
d,398,17,13,,d,398,17,13,,,,,,,,,,,,,,,,,,
d,399,18,12,,d,399,18,12,,,,,,,,,,,,,,,,,,
d,400,18,12,,d,400,18,12,,,,,,,,,,,,,,,,,,
d,401,18,12,,d,401,18,12,,,,,,,,,,,,,,,,,,
d,402,19,12,,d,402,19,12,,,,,,,,,,,,,,,,,,
d,403,19,12,,d,403,19,12,,,,,,,,,,,,,,,,,,
d,404,20,12,,d,404,20,12,,,,,,,,,,,,,,,,,,
d,405,21,12,,d,405,21,12,,,,,,,,,,,,,,,,,,
d,406,22,12,,d,406,22,12,,,,,,,,,,,,,,,,,,
d,407,23,13,,d,407,23,13,,,,,,,,,,,,,,,,,,
d,408,24,12,,d,408,24,12,,,,,,,,,,,,,,,,,,
d,409,12,12,,d,409,12,12,,,,,,,,,,,,,,,,,,
d,410,13,13,,d,410,13,13,,,,,,,,,,,,,,,,,,
d,411,21,13,,d,411,21,13,,,,,,,,,,,,,,,,,,
d,412,22,13,,d,412,22,13,,,,,,,,,,,,,,,,,,
d,413,23,13,,d,413,23,13,,,,,,,,,,,,,,,,,,
d,414,24,13,,d,414,24,13,,,,,,,,,,,,,,,,,,
d,415,18,13,,d,415,18,13,,,,,,,,,,,,,,,,,,
d,416,19,13,,d,416,19,13,,,,,,,,,,,,,,,,,,
d,417,19,13,,d,417,19,13,,,,,,,,,,,,,,,,,,
d,418,22,13,,d,418,22,13,,,,,,,,,,,,,,,,,,
d,419,23,13,,d,419,23,13,,,,,,,,,,,,,,,,,,
d,420,24,13,,d,420,24,13,,,,,,,,,,,,,,,,,,
d,421,21,13,,d,421,21,13,,,,,,,,,,,,,,,,,,
d,422,22,13,,d,422,22,13,,,,,,,,,,,,,,,,,,
d,423,23,13,,d,423,23,13,,,,,,,,,,,,,,,,,,
d,424,24,13,,d,424,24,13,,,,,,,,,,,,,,,,,,
d,425,23,13,,d,425,23,13,,,,,,,,,,,,,,,,,,
d,426,24,13,,d,426,24,13,,,,,,,,,,,,,,,,,,
d,427,21,13,,d,427,21,13,,,,,,,,,,,,,,,,,,
d,428,22,13,,d,428,22,13,,,,,,,,,,,,,,,,,,
d,429,23,13,,d,429,23,13,,,,,,,,,,,,,,,,,,
d,430,24,13,,d,430,24,13,,,,,,,,,,,,,,,,,,
d,431,25,13,,d,431,25,13,,,,,,,,,,,,,,,,,,
d,432,24,13,,d,432,24,13,,,,,,,,,,,,,,,,,,
d,433,25,13,,d,433,25,13,,,,,,,,,,,,,,,,,,
d,434,22,13,,d,434,22,13,,,,,,,,,,,,,,,,,,
d,435,23,13,,d,435,23,13,,,,,,,,,,,,,,,,,,
d,436,24,13,,d,436,24,13,,,,,,,,,,,,,,,,,,
d,437,25,13,,d,437,25,13,,,,,,,,,,,,,,,,,,
d,438,22,14,,d,438,22,14,,,,,,,,,,,,,,,,,,
d,439,23,13,,d,439,23,13,,,,,,,,,,,,,,,,,,
d,440,24,14,,d,440,24,14,,,,,,,,,,,,,,,,,,
d,441,21,13,,d,441,21,13,,,,,,,,,,,,,,,,,,
d,442,22,13,,d,442,22,13,,,,,,,,,,,,,,,,,,
d,443,23,14,,d,443,23,14,,,,,,,,,,,,,,,,,,
d,444,22,13,,d,444,22,13,,,,,,,,,,,,,,,,,,
d,445,23,13,,d,445,23,13,,,,,,,,,,,,,,,,,,
d,446,24,15,,d,446,24,15,,,,,,,,,,,,,,,,,,
d,447,25,14,,d,447,25,14,,,,,,,,,,,,,,,,,,
d,448,22,14,,d,448,22,14,,,,,,,,,,,,,,,,,,
d,449,23,13,,d,449,23,13,,,,,,,,,,,,,,,,,,
d,450,22,14,,d,450,22,14,,,,,,,,,,,,,,,,,,
d,451,23,14,,d,451,23,14,,,,,,,,,,,,,,,,,,
d,452,24,14,,d,452,24,14,,,,,,,,,,,,,,,,,,
d,453,25,15,,d,453,25,15,,,,,,,,,,,,,,,,,,
d,454,26,14,,d,454,26,14,,,,,,,,,,,,,,,,,,
d,455,27,14,,d,455,27,14,,,,,,,,,,,,,,,,,,
d,456,21,14,,d,456,21,14,,,,,,,,,,,,,,,,,,
d,457,22,14,,d,457,22,14,,,,,,,,,,,,,,,,,,
d,458,22,14,,d,458,22,14,,,,,,,,,,,,,,,,,,
d,459,23,14,,d,459,23,14,,,,,,,,,,,,,,,,,,
d,460,24,14,,d,460,24,14,,,,,,,,,,,,,,,,,,
d,461,27,14,,d,461,27,14,,,,,,,,,,,,,,,,,,
d,462,28,14,,d,462,28,14,,,,,,,,,,,,,,,,,,
d,463,22,14,,d,463,22,14,,,,,,,,,,,,,,,,,,
d,464,22,14,,d,464,22,14,,,,,,,,,,,,,,,,,,
d,465,23,14,,d,465,23,14,,,,,,,,,,,,,,,,,,
d,466,24,14,,d,466,24,14,,,,,,,,,,,,,,,,,,
d,467,23,14,,d,467,23,14,,,,,,,,,,,,,,,,,,
d,468,28,14,,d,468,28,14,,,,,,,,,,,,,,,,,,
d,469,29,15,,d,469,29,15,,,,,,,,,,,,,,,,,,
d,470,23,14,,d,470,23,14,,,,,,,,,,,,,,,,,,
d,471,27,14,,d,471,27,14,,,,,,,,,,,,,,,,,,
d,472,28,14,,d,472,28,14,,,,,,,,,,,,,,,,,,
d,473,22,16,,d,473,22,16,,,,,,,,,,,,,,,,,,
d,474,23,15,,d,474,23,15,,,,,,,,,,,,,,,,,,
d,475,29,15,,d,475,29,15,,,,,,,,,,,,,,,,,,
d,476,30,15,,d,476,30,15,,,,,,,,,,,,,,,,,,
d,477,27,26,,d,477,27,26,,,,,,,,,,,,,,,,,,
d,478,28,15,,d,478,28,15,,,,,,,,,,,,,,,,,,
d,479,22,15,,d,479,22,15,,,,,,,,,,,,,,,,,,
d,480,23,15,,d,480,23,15,,,,,,,,,,,,,,,,,,
d,481,23,15,,d,481,23,15,,,,,,,,,,,,,,,,,,
d,482,24,16,,d,482,24,16,,,,,,,,,,,,,,,,,,
d,483,25,15,,d,483,25,15,,,,,,,,,,,,,,,,,,
d,484,28,15,,d,484,28,15,,,,,,,,,,,,,,,,,,
d,485,29,25,,d,485,29,25,,,,,,,,,,,,,,,,,,
d,486,23,15,,d,486,23,15,,,,,,,,,,,,,,,,,,
d,487,23,16,,d,487,23,16,,,,,,,,,,,,,,,,,,
d,488,28,16,,d,488,28,16,,,,,,,,,,,,,,,,,,
d,489,29,16,,d,489,29,16,,,,,,,,,,,,,,,,,,
d,490,23,16,,d,490,23,16,,,,,,,,,,,,,,,,,,
d,491,27,16,,d,491,27,16,,,,,,,,,,,,,,,,,,
d,492,28,16,,d,492,28,16,,,,,,,,,,,,,,,,,,
d,493,22,16,,d,493,22,16,,,,,,,,,,,,,,,,,,
d,494,28,16,,d,494,28,16,,,,,,,,,,,,,,,,,,
d,495,29,16,,d,495,29,16,,,,,,,,,,,,,,,,,,
d,496,23,16,,d,496,23,16,,,,,,,,,,,,,,,,,,
d,497,24,16,,d,497,24,16,,,,,,,,,,,,,,,,,,
d,498,28,16,,d,498,28,16,,,,,,,,,,,,,,,,,,
d,499,29,16,,d,499,29,16,,,,,,,,,,,,,,,,,,
d,500,28,16,,d,500,28,16,,,,,,,,,,,,,,,,,,
d,501,29,16,,d,501,29,16,,,,,,,,,,,,,,,,,,
d,502,23,15,,d,502,23,15,,,,,,,,,,,,,,,,,,
d,503,24,16,,d,503,24,16,,,,,,,,,,,,,,,,,,
d,504,24,16,,d,504,24,16,,,,,,,,,,,,,,,,,,
d,505,29,16,,d,505,29,16,,,,,,,,,,,,,,,,,,
d,506,27,16,,d,506,27,16,,,,,,,,,,,,,,,,,,
d,507,28,16,,d,507,28,16,,,,,,,,,,,,,,,,,,
d,508,28,16,,d,508,28,16,,,,,,,,,,,,,,,,,,
d,509,29,17,,d,509,29,17,,,,,,,,,,,,,,,,,,
d,510,23,17,,d,510,23,17,,,,,,,,,,,,,,,,,,
d,511,29,16,,d,511,29,16,,,,,,,,,,,,,,,,,,
d,512,30,16,,d,512,30,16,,,,,,,,,,,,,,,,,,
d,513,28,16,,d,513,28,16,,,,,,,,,,,,,,,,,,
d,514,28,16,,d,514,28,16,,,,,,,,,,,,,,,,,,
d,515,29,16,,d,515,29,16,,,,,,,,,,,,,,,,,,
d,516,23,16,,d,516,23,16,,,,,,,,,,,,,,,,,,
d,517,29,16,,d,517,29,16,,,,,,,,,,,,,,,,,,
d,518,30,16,,d,518,30,16,,,,,,,,,,,,,,,,,,
d,519,24,16,,d,519,24,16,,,,,,,,,,,,,,,,,,
d,520,29,16,,d,520,29,16,,,,,,,,,,,,,,,,,,
d,521,29,17,,d,521,29,17,,,,,,,,,,,,,,,,,,
d,522,30,17,,d,522,30,17,,,,,,,,,,,,,,,,,,
d,523,28,16,,d,523,28,16,,,,,,,,,,,,,,,,,,
d,524,29,31,,d,524,29,31,,,,,,,,,,,,,,,,,,
d,525,29,17,,d,525,29,17,,,,,,,,,,,,,,,,,,
d,526,30,17,,d,526,30,17,,,,,,,,,,,,,,,,,,
d,527,30,17,,d,527,30,17,,,,,,,,,,,,,,,,,,
d,528,28,17,,d,528,28,17,,,,,,,,,,,,,,,,,,
d,529,28,17,,d,529,28,17,,,,,,,,,,,,,,,,,,
d,530,29,17,,d,530,29,17,,,,,,,,,,,,,,,,,,
d,531,29,16,,d,531,29,16,,,,,,,,,,,,,,,,,,
d,532,30,17,,d,532,30,17,,,,,,,,,,,,,,,,,,
d,533,24,17,,d,533,24,17,,,,,,,,,,,,,,,,,,
d,534,30,17,,d,534,30,17,,,,,,,,,,,,,,,,,,
d,535,29,17,,d,535,29,17,,,,,,,,,,,,,,,,,,
d,536,29,17,,d,536,29,17,,,,,,,,,,,,,,,,,,
d,537,29,17,,d,537,29,17,,,,,,,,,,,,,,,,,,
d,538,30,17,,d,538,30,17,,,,,,,,,,,,,,,,,,
d,539,24,17,,d,539,24,17,,,,,,,,,,,,,,,,,,
d,540,29,17,,d,540,29,17,,,,,,,,,,,,,,,,,,
d,541,30,17,,d,541,30,17,,,,,,,,,,,,,,,,,,
d,542,30,17,,d,542,30,17,,,,,,,,,,,,,,,,,,
d,543,28,17,,d,543,28,17,,,,,,,,,,,,,,,,,,
d,544,29,17,,d,544,29,17,,,,,,,,,,,,,,,,,,
d,545,29,17,,d,545,29,17,,,,,,,,,,,,,,,,,,
d,546,29,17,,d,546,29,17,,,,,,,,,,,,,,,,,,
d,547,30,17,,d,547,30,17,,,,,,,,,,,,,,,,,,
d,548,30,17,,d,548,30,17,,,,,,,,,,,,,,,,,,
d,549,31,17,,d,549,31,17,,,,,,,,,,,,,,,,,,
d,550,29,17,,d,550,29,17,,,,,,,,,,,,,,,,,,
d,551,29,18,,d,551,29,18,,,,,,,,,,,,,,,,,,
d,552,29,17,,d,552,29,17,,,,,,,,,,,,,,,,,,
d,553,30,17,,d,553,30,17,,,,,,,,,,,,,,,,,,
d,554,30,17,,d,554,30,17,,,,,,,,,,,,,,,,,,
d,555,31,17,,d,555,31,17,,,,,,,,,,,,,,,,,,
d,556,25,17,,d,556,25,17,,,,,,,,,,,,,,,,,,
d,557,30,17,,d,557,30,17,,,,,,,,,,,,,,,,,,
d,558,28,18,,d,558,28,18,,,,,,,,,,,,,,,,,,
d,559,29,17,,d,559,29,17,,,,,,,,,,,,,,,,,,
d,560,29,17,,d,560,29,17,,,,,,,,,,,,,,,,,,
d,561,30,18,,d,561,30,18,,,,,,,,,,,,,,,,,,
d,562,30,18,,d,562,30,18,,,,,,,,,,,,,,,,,,
d,563,30,18,,d,563,30,18,,,,,,,,,,,,,,,,,,
d,564,31,17,,d,564,31,17,,,,,,,,,,,,,,,,,,
d,565,29,17,,d,565,29,17,,,,,,,,,,,,,,,,,,
d,566,29,17,,d,566,29,17,,,,,,,,,,,,,,,,,,
d,567,30,17,,d,567,30,17,,,,,,,,,,,,,,,,,,
d,568,30,17,,d,568,30,17,,,,,,,,,,,,,,,,,,
d,569,30,18,,d,569,30,18,,,,,,,,,,,,,,,,,,
d,570,31,17,,d,570,31,17,,,,,,,,,,,,,,,,,,
d,571,31,18,,d,571,31,18,,,,,,,,,,,,,,,,,,
d,572,30,18,,d,572,30,18,,,,,,,,,,,,,,,,,,
d,573,30,18,,d,573,30,18,,,,,,,,,,,,,,,,,,
d,574,30,19,,d,574,30,19,,,,,,,,,,,,,,,,,,
d,575,29,19,,d,575,29,19,,,,,,,,,,,,,,,,,,
d,576,30,18,,d,576,30,18,,,,,,,,,,,,,,,,,,
d,577,30,28,,d,577,30,28,,,,,,,,,,,,,,,,,,
d,578,31,18,,d,578,31,18,,,,,,,,,,,,,,,,,,
d,579,31,18,,d,579,31,18,,,,,,,,,,,,,,,,,,
d,580,29,18,,d,580,29,18,,,,,,,,,,,,,,,,,,
d,581,29,18,,d,581,29,18,,,,,,,,,,,,,,,,,,
d,582,30,18,,d,582,30,18,,,,,,,,,,,,,,,,,,
d,583,30,18,,d,583,30,18,,,,,,,,,,,,,,,,,,
d,584,31,18,,d,584,31,18,,,,,,,,,,,,,,,,,,
d,585,31,18,,d,585,31,18,,,,,,,,,,,,,,,,,,
d,586,31,18,,d,586,31,18,,,,,,,,,,,,,,,,,,
d,587,30,18,,d,587,30,18,,,,,,,,,,,,,,,,,,
d,588,30,18,,d,588,30,18,,,,,,,,,,,,,,,,,,
d,589,30,18,,d,589,30,18,,,,,,,,,,,,,,,,,,
d,590,31,18,,d,590,31,18,,,,,,,,,,,,,,,,,,
d,591,31,39,,d,591,31,39,,,,,,,,,,,,,,,,,,
d,592,30,22,,d,592,30,22,,,,,,,,,,,,,,,,,,
d,593,31,19,,d,593,31,19,,,,,,,,,,,,,,,,,,
d,594,31,18,,d,594,31,18,,,,,,,,,,,,,,,,,,
d,595,29,19,,d,595,29,19,,,,,,,,,,,,,,,,,,
d,596,30,19,,d,596,30,19,,,,,,,,,,,,,,,,,,
d,597,30,19,,d,597,30,19,,,,,,,,,,,,,,,,,,
d,598,30,41,,d,598,30,41,,,,,,,,,,,,,,,,,,
d,599,31,19,,d,599,31,19,,,,,,,,,,,,,,,,,,
d,600,31,20,,d,600,31,20,,,,,,,,,,,,,,,,,,
d,601,32,20,,d,601,32,20,,,,,,,,,,,,,,,,,,
d,602,33,19,,d,602,33,19,,,,,,,,,,,,,,,,,,
d,603,34,19,,d,603,34,19,,,,,,,,,,,,,,,,,,
d,604,35,19,,d,604,35,19,,,,,,,,,,,,,,,,,,
d,605,36,19,,d,605,36,19,,,,,,,,,,,,,,,,,,
d,606,37,19,,d,606,37,19,,,,,,,,,,,,,,,,,,
d,607,38,19,,d,607,38,19,,,,,,,,,,,,,,,,,,
d,608,39,19,,d,608,39,19,,,,,,,,,,,,,,,,,,
d,609,40,19,,d,609,40,19,,,,,,,,,,,,,,,,,,
d,610,41,21,,d,610,41,21,,,,,,,,,,,,,,,,,,
d,611,42,19,,d,611,42,19,,,,,,,,,,,,,,,,,,
d,612,30,19,,d,612,30,19,,,,,,,,,,,,,,,,,,
d,613,31,20,,d,613,31,20,,,,,,,,,,,,,,,,,,
d,614,39,19,,d,614,39,19,,,,,,,,,,,,,,,,,,
d,615,40,19,,d,615,40,19,,,,,,,,,,,,,,,,,,
d,616,41,22,,d,616,41,22,,,,,,,,,,,,,,,,,,
d,617,42,31,,d,617,42,31,,,,,,,,,,,,,,,,,,
d,618,33,20,,d,618,33,20,,,,,,,,,,,,,,,,,,
d,619,34,20,,d,619,34,20,,,,,,,,,,,,,,,,,,
d,620,35,20,,d,620,35,20,,,,,,,,,,,,,,,,,,
d,621,40,19,,d,621,40,19,,,,,,,,,,,,,,,,,,
d,622,41,20,,d,622,41,20,,,,,,,,,,,,,,,,,,
d,623,42,20,,d,623,42,20,,,,,,,,,,,,,,,,,,
d,624,39,20,,d,624,39,20,,,,,,,,,,,,,,,,,,
d,625,40,20,,d,625,40,20,,,,,,,,,,,,,,,,,,
d,626,41,20,,d,626,41,20,,,,,,,,,,,,,,,,,,
d,627,42,20,,d,627,42,20,,,,,,,,,,,,,,,,,,
d,628,41,20,,d,628,41,20,,,,,,,,,,,,,,,,,,
d,629,42,22,,d,629,42,22,,,,,,,,,,,,,,,,,,
d,630,39,19,,d,630,39,19,,,,,,,,,,,,,,,,,,
d,631,40,21,,d,631,40,21,,,,,,,,,,,,,,,,,,
d,632,41,21,,d,632,41,21,,,,,,,,,,,,,,,,,,
d,633,42,20,,d,633,42,20,,,,,,,,,,,,,,,,,,
d,634,43,20,,d,634,43,20,,,,,,,,,,,,,,,,,,
d,635,34,20,,d,635,34,20,,,,,,,,,,,,,,,,,,
d,636,35,20,,d,636,35,20,,,,,,,,,,,,,,,,,,
d,637,40,21,,d,637,40,21,,,,,,,,,,,,,,,,,,
d,638,33,20,,d,638,33,20,,,,,,,,,,,,,,,,,,
d,639,34,20,,d,639,34,20,,,,,,,,,,,,,,,,,,
d,640,35,20,,d,640,35,20,,,,,,,,,,,,,,,,,,
d,641,40,20,,d,641,40,20,,,,,,,,,,,,,,,,,,
d,642,41,20,,d,642,41,20,,,,,,,,,,,,,,,,,,
d,643,42,21,,d,643,42,21,,,,,,,,,,,,,,,,,,
d,644,39,20,,d,644,39,20,,,,,,,,,,,,,,,,,,
d,645,40,20,,d,645,40,20,,,,,,,,,,,,,,,,,,
d,646,41,20,,d,646,41,20,,,,,,,,,,,,,,,,,,
d,647,40,20,,d,647,40,20,,,,,,,,,,,,,,,,,,
d,648,41,20,,d,648,41,20,,,,,,,,,,,,,,,,,,
d,649,42,20,,d,649,42,20,,,,,,,,,,,,,,,,,,
d,650,43,21,,d,650,43,21,,,,,,,,,,,,,,,,,,
d,651,40,20,,d,651,40,20,,,,,,,,,,,,,,,,,,
d,652,41,21,,d,652,41,21,,,,,,,,,,,,,,,,,,
d,653,33,21,,d,653,33,21,,,,,,,,,,,,,,,,,,
d,654,34,21,,d,654,34,21,,,,,,,,,,,,,,,,,,
d,655,34,21,,d,655,34,21,,,,,,,,,,,,,,,,,,
d,656,35,21,,d,656,35,21,,,,,,,,,,,,,,,,,,
d,657,36,21,,d,657,36,21,,,,,,,,,,,,,,,,,,
d,658,41,21,,d,658,41,21,,,,,,,,,,,,,,,,,,
d,659,39,21,,d,659,39,21,,,,,,,,,,,,,,,,,,
d,660,40,31,,d,660,40,31,,,,,,,,,,,,,,,,,,
d,661,40,22,,d,661,40,22,,,,,,,,,,,,,,,,,,
d,662,41,21,,d,662,41,21,,,,,,,,,,,,,,,,,,
d,663,42,21,,d,663,42,21,,,,,,,,,,,,,,,,,,
d,664,41,22,,d,664,41,22,,,,,,,,,,,,,,,,,,
d,665,42,22,,d,665,42,22,,,,,,,,,,,,,,,,,,
d,666,40,20,,d,666,40,20,,,,,,,,,,,,,,,,,,
d,667,40,21,,d,667,40,21,,,,,,,,,,,,,,,,,,
d,668,41,21,,d,668,41,21,,,,,,,,,,,,,,,,,,
d,669,42,23,,d,669,42,23,,,,,,,,,,,,,,,,,,
d,670,34,21,,d,670,34,21,,,,,,,,,,,,,,,,,,
d,671,35,22,,d,671,35,22,,,,,,,,,,,,,,,,,,
d,672,35,21,,d,672,35,21,,,,,,,,,,,,,,,,,,
d,673,41,22,,d,673,41,22,,,,,,,,,,,,,,,,,,
d,674,41,22,,d,674,41,22,,,,,,,,,,,,,,,,,,
d,675,34,34,,d,675,34,34,,,,,,,,,,,,,,,,,,
d,676,40,22,,d,676,40,22,,,,,,,,,,,,,,,,,,
d,677,41,32,,d,677,41,32,,,,,,,,,,,,,,,,,,
d,678,41,21,,d,678,41,21,,,,,,,,,,,,,,,,,,
d,679,42,22,,d,679,42,22,,,,,,,,,,,,,,,,,,
d,680,42,40,,d,680,42,40,,,,,,,,,,,,,,,,,,
d,681,40,23,,d,681,40,23,,,,,,,,,,,,,,,,,,
d,682,40,23,,d,682,40,23,,,,,,,,,,,,,,,,,,
d,683,41,23,,d,683,41,23,,,,,,,,,,,,,,,,,,
d,684,41,22,,d,684,41,22,,,,,,,,,,,,,,,,,,
d,685,42,22,,d,685,42,22,,,,,,,,,,,,,,,,,,
d,686,43,21,,d,686,43,21,,,,,,,,,,,,,,,,,,
d,687,35,22,,d,687,35,22,,,,,,,,,,,,,,,,,,
d,688,41,21,,d,688,41,21,,,,,,,,,,,,,,,,,,
d,689,41,22,,d,689,41,22,,,,,,,,,,,,,,,,,,
d,690,34,22,,d,690,34,22,,,,,,,,,,,,,,,,,,
d,691,35,23,,d,691,35,23,,,,,,,,,,,,,,,,,,
d,692,35,23,,d,692,35,23,,,,,,,,,,,,,,,,,,
d,693,41,21,,d,693,41,21,,,,,,,,,,,,,,,,,,
d,694,42,22,,d,694,42,22,,,,,,,,,,,,,,,,,,
d,695,42,23,,d,695,42,23,,,,,,,,,,,,,,,,,,
d,696,40,24,,d,696,40,24,,,,,,,,,,,,,,,,,,
d,697,41,24,,d,697,41,24,,,,,,,,,,,,,,,,,,
d,698,41,22,,d,698,41,22,,,,,,,,,,,,,,,,,,
d,699,41,22,,d,699,41,22,,,,,,,,,,,,,,,,,,
d,700,42,22,,d,700,42,22,,,,,,,,,,,,,,,,,,
d,701,42,22,,d,701,42,22,,,,,,,,,,,,,,,,,,
d,702,43,22,,d,702,43,22,,,,,,,,,,,,,,,,,,
d,703,41,22,,d,703,41,22,,,,,,,,,,,,,,,,,,
d,704,41,22,,d,704,41,22,,,,,,,,,,,,,,,,,,
d,705,34,22,,d,705,34,22,,,,,,,,,,,,,,,,,,
d,706,35,23,,d,706,35,23,,,,,,,,,,,,,,,,,,
d,707,35,22,,d,707,35,22,,,,,,,,,,,,,,,,,,
d,708,36,23,,d,708,36,23,,,,,,,,,,,,,,,,,,
d,709,36,23,,d,709,36,23,,,,,,,,,,,,,,,,,,
d,710,42,23,,d,710,42,23,,,,,,,,,,,,,,,,,,
d,711,40,23,,d,711,40,23,,,,,,,,,,,,,,,,,,
d,712,41,22,,d,712,41,22,,,,,,,,,,,,,,,,,,
d,713,41,23,,d,713,41,23,,,,,,,,,,,,,,,,,,
d,714,42,43,,d,714,42,43,,,,,,,,,,,,,,,,,,
d,715,42,44,,d,715,42,44,,,,,,,,,,,,,,,,,,
d,716,42,22,,d,716,42,22,,,,,,,,,,,,,,,,,,
d,717,43,32,,d,717,43,32,,,,,,,,,,,,,,,,,,
d,718,41,23,,d,718,41,23,,,,,,,,,,,,,,,,,,
d,719,41,43,,d,719,41,43,,,,,,,,,,,,,,,,,,
d,720,42,23,,d,720,42,23,,,,,,,,,,,,,,,,,,
d,721,42,24,,d,721,42,24,,,,,,,,,,,,,,,,,,
d,722,35,22,,d,722,35,22,,,,,,,,,,,,,,,,,,
d,723,36,23,,d,723,36,23,,,,,,,,,,,,,,,,,,
d,724,36,23,,d,724,36,23,,,,,,,,,,,,,,,,,,
d,725,42,26,,d,725,42,26,,,,,,,,,,,,,,,,,,
d,726,42,23,,d,726,42,23,,,,,,,,,,,,,,,,,,
d,727,35,31,,d,727,35,31,,,,,,,,,,,,,,,,,,
d,728,41,23,,d,728,41,23,,,,,,,,,,,,,,,,,,
d,729,42,23,,d,729,42,23,,,,,,,,,,,,,,,,,,
d,730,42,23,,d,730,42,23,,,,,,,,,,,,,,,,,,
d,731,43,23,,d,731,43,23,,,,,,,,,,,,,,,,,,
d,732,43,25,,d,732,43,25,,,,,,,,,,,,,,,,,,
d,733,41,23,,d,733,41,23,,,,,,,,,,,,,,,,,,
d,734,41,23,,d,734,41,23,,,,,,,,,,,,,,,,,,
d,735,42,29,,d,735,42,29,,,,,,,,,,,,,,,,,,
d,736,42,23,,d,736,42,23,,,,,,,,,,,,,,,,,,
d,737,43,24,,d,737,43,24,,,,,,,,,,,,,,,,,,
d,738,43,24,,d,738,43,24,,,,,,,,,,,,,,,,,,
d,739,36,23,,d,739,36,23,,,,,,,,,,,,,,,,,,
d,740,42,24,,d,740,42,24,,,,,,,,,,,,,,,,,,
d,741,42,24,,d,741,42,24,,,,,,,,,,,,,,,,,,
d,742,35,33,,d,742,35,33,,,,,,,,,,,,,,,,,,
d,743,36,24,,d,743,36,24,,,,,,,,,,,,,,,,,,
d,744,36,23,,d,744,36,23,,,,,,,,,,,,,,,,,,
d,745,42,24,,d,745,42,24,,,,,,,,,,,,,,,,,,
d,746,43,23,,d,746,43,23,,,,,,,,,,,,,,,,,,
d,747,43,24,,d,747,43,24,,,,,,,,,,,,,,,,,,
d,748,41,24,,d,748,41,24,,,,,,,,,,,,,,,,,,
d,749,42,23,,d,749,42,23,,,,,,,,,,,,,,,,,,
d,750,42,43,,d,750,42,43,,,,,,,,,,,,,,,,,,
d,751,42,25,,d,751,42,25,,,,,,,,,,,,,,,,,,
d,752,43,23,,d,752,43,23,,,,,,,,,,,,,,,,,,
d,753,43,23,,d,753,43,23,,,,,,,,,,,,,,,,,,
d,754,44,24,,d,754,44,24,,,,,,,,,,,,,,,,,,
d,755,45,24,,d,755,45,24,,,,,,,,,,,,,,,,,,
d,756,46,24,,d,756,46,24,,,,,,,,,,,,,,,,,,
